"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"co.datadome.pub.scalabenchmarks.jvms.libs.zio.ZioBasicBenchmark.factorial","avgt",1,100,153.359405,1.357048,"us/op"
