"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: sizeX","Param: sizeY"
"co.datadome.pub.scalabenchmarks.jvms.api.collections.ArrayBenchmark.tabulate2","avgt",1,100,7505.051131,526.360187,"ns/op",100,100
