"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetAddBenchmark.add_10","avgt",1,100,7039.143111,72.871907,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetAddBenchmark.add_100","avgt",1,100,25579.327965,556.391663,"ns/op",1000
