"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomSizedBenchmark.next_bytes","avgt",1,100,2865.086728,13.134123,"ns/op",1024
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomSizedBenchmark.next_string","avgt",1,100,11265.834432,181.678543,"ns/op",1024
