"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: popSize"
"co.datadome.pub.scalabenchmarks.jvms.libs.zio.ZioPopVarianceBenchmark.variance","avgt",1,100,1700.291229,25.896692,"ms/op",134217727
