"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomSizedBenchmark.next_bytes","avgt",1,100,2730.422331,20.065954,"ns/op",1024
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomSizedBenchmark.next_string","avgt",1,100,12186.547020,288.815900,"ns/op",1024
