"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"co.datadome.pub.scalabenchmarks.jvms.api.concurrent.DurationBenchmark.add_finite","avgt",1,100,42.563242,0.864207,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.concurrent.DurationBenchmark.add_infinite","avgt",1,100,0.716918,0.002596,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.concurrent.DurationBenchmark.instantiation","avgt",1,100,2.838538,0.166042,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.concurrent.DurationBenchmark.mult_finite","avgt",1,100,3.317456,0.181835,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.concurrent.DurationBenchmark.mult_infinite","avgt",1,100,0.430402,0.001315,"ns/op"
