"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: popSize"
"co.datadome.pub.scalabenchmarks.jvms.libs.catseffect.CatsEffectPopVarianceBenchmark.variance","avgt",1,5,5578.815251,1379.788740,"ms/op",134217727
