"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"co.datadome.pub.scalabenchmarks.jvms.libs.catseffect.CatsEffectBasicBenchmark.factorial","avgt",1,100,136.643802,0.523409,"us/op"
