"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: popSize"
"co.datadome.pub.scalabenchmarks.jvms.libs.catseffect.CatsEffectPopVarianceBenchmark.variance","avgt",1,5,5704.657674,1977.262025,"ms/op",134217727
