"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_boolean","avgt",1,5,10.673818,3.072848,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_double","avgt",1,5,20.638597,0.001137,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_float","avgt",1,5,10.315381,0.000984,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_gaussian","avgt",1,5,66.074648,0.005629,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_int","avgt",1,5,10.317203,0.000574,"ns/op"
"co.datadome.pub.scalabenchmarks.jvms.api.random.ScalaRandomBenchmark.next_long","avgt",1,5,20.924560,0.000987,"ns/op"
