"Benchmark","Mode","Threads","Samples","Score","Score.Error..99.9..","Unit","Param..size"
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.contains_few","avgt",1,5,13142.944643,4780.489304,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.contains_many","avgt",1,5,13478.776815,4.960905,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.flatMap","avgt",1,5,13914.687113,23.833688,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.foldLeft","avgt",1,5,598.390391,0.930212,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.for_loop","avgt",1,5,267.9358,1.18647,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.foreach","avgt",1,5,285.001847,95.603479,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.iterate","avgt",1,5,590.520216,5.910021,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.map","avgt",1,5,5453.713877,3870.000113,"ns/op",1000
"co.datadome.pub.scalabenchmarks.jvms.api.collections.SetBenchmark.read_size","avgt",1,5,1.288613,0.000112,"ns/op",1000
