"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"co.datadome.pub.scalabenchmarks.jvms.libs.jsoniter.JsoniterBenchmark.deserializeFromBytes","avgt",1,100,731.304744,15.696504,"us/op",1000
"co.datadome.pub.scalabenchmarks.jvms.libs.jsoniter.JsoniterBenchmark.deserializeFromString","avgt",1,100,797.672569,23.600252,"us/op",1000
"co.datadome.pub.scalabenchmarks.jvms.libs.jsoniter.JsoniterBenchmark.serializeToBytes","avgt",1,100,512.559885,19.880620,"us/op",1000
"co.datadome.pub.scalabenchmarks.jvms.libs.jsoniter.JsoniterBenchmark.serializeToString","avgt",1,100,478.243247,12.625312,"us/op",1000
