"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: sizeX","Param: sizeY"
"co.datadome.pub.scalabenchmarks.jvms.api.collections.ArrayBenchmark.tabulate2","avgt",1,100,3869.531201,55.204587,"ns/op",100,100
