"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: popSize"
"co.datadome.pub.scalabenchmarks.jvms.libs.catseffect.CatsEffectPopVarianceBenchmark.variance","avgt",1,10,3289.125350,2411.026761,"ms/op",134217727
